,alg,p,dim,maze
379,m_astar,0.5,20,"[[0 1 0 1 0 0 0 0 1 1 1 0 1 1 1 0 0 1 1 1]
 [1 1 0 0 0 1 1 0 0 0 1 1 0 1 0 0 0 1 1 1]
 [1 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1 0 1 0 0]
 [0 0 0 0 1 0 0 1 1 1 0 0 0 1 1 1 1 1 0 1]
 [0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1]
 [0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1]
 [0 0 0 0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0]
 [1 0 1 0 1 1 1 1 1 1 0 1 0 0 1 0 0 1 1 0]
 [1 1 1 1 0 0 1 0 0 1 1 1 0 0 1 1 0 0 0 1]
 [0 0 1 1 1 1 1 1 0 0 1 0 0 1 1 0 0 0 1 0]
 [1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 0 0 0]
 [1 1 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1]
 [0 1 0 0 0 0 0 1 1 1 0 1 0 1 0 1 1 1 0 1]
 [1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 0 0 0 1 1]
 [0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 1 1 0]
 [0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 1]
 [1 1 0 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 0 0]
 [0 1 1 0 1 0 1 1 1 1 0 0 0 1 1 0 0 0 1 0]
 [1 1 1 0 1 1 1 0 0 0 0 0 1 1 0 1 1 0 0 1]
 [0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 0 1 0 0 0]]"
380,dfs,0.5,20,"[[0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
 [1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 0 1 0 1]
 [0 1 0 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0]
 [1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 1 1 1]
 [1 1 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1]
 [1 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1 1]
 [1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 1 1 1 0 1]
 [0 0 1 0 0 1 1 1 1 0 1 1 0 0 1 0 0 1 0 1]
 [0 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 0 1 0]
 [1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0]
 [0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1]
 [0 0 1 1 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 0]
 [1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1]
 [1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0]
 [0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0]
 [0 1 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1]
 [1 1 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0]
 [0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 1 0 1 0 0]]"
381,bfs,0.5,20,"[[0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
 [1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 0 1 0 1]
 [0 1 0 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0]
 [1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 1 1 1]
 [1 1 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1]
 [1 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1 1]
 [1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 1 1 1 0 1]
 [0 0 1 0 0 1 1 1 1 0 1 1 0 0 1 0 0 1 0 1]
 [0 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 0 1 0]
 [1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0]
 [0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1]
 [0 0 1 1 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 0]
 [1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1]
 [1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0]
 [0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0]
 [0 1 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1]
 [1 1 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0]
 [0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 1 0 1 0 0]]"
382,e_astar,0.5,20,"[[0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
 [1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 0 1 0 1]
 [0 1 0 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0]
 [1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 1 1 1]
 [1 1 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1]
 [1 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1 1]
 [1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 1 1 1 0 1]
 [0 0 1 0 0 1 1 1 1 0 1 1 0 0 1 0 0 1 0 1]
 [0 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 0 1 0]
 [1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0]
 [0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1]
 [0 0 1 1 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 0]
 [1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1]
 [1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0]
 [0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0]
 [0 1 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1]
 [1 1 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0]
 [0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 1 0 1 0 0]]"
383,m_astar,0.5,20,"[[0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
 [1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 0 1 0 1]
 [0 1 0 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0]
 [1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 1 1 1]
 [1 1 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1]
 [1 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1 1]
 [1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 1 1 1 0 1]
 [0 0 1 0 0 1 1 1 1 0 1 1 0 0 1 0 0 1 0 1]
 [0 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 0 1 0]
 [1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0]
 [0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1]
 [0 0 1 1 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 0]
 [1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1]
 [1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0]
 [0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0]
 [0 1 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1]
 [1 1 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 1]
 [0 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0]
 [0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 1 0 1 0 0]]"
384,dfs,0.5,20,"[[0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1]
 [0 1 1 1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 1 1]
 [1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0]
 [1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 0]
 [0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0]
 [1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1]
 [0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 0 0 1 1 0]
 [0 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0]
 [0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0]
 [1 1 0 0 1 1 0 0 0 1 1 0 1 0 0 1 1 0 1 1]
 [0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1]
 [0 0 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 1]
 [0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1]
 [0 1 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1]
 [1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]
 [1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 0 1 1 0 0]
 [0 0 1 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0]
 [1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1]
 [0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0]]"
385,bfs,0.5,20,"[[0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1]
 [0 1 1 1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 1 1]
 [1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0]
 [1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 0]
 [0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0]
 [1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1]
 [0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 0 0 1 1 0]
 [0 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0]
 [0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0]
 [1 1 0 0 1 1 0 0 0 1 1 0 1 0 0 1 1 0 1 1]
 [0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1]
 [0 0 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 1]
 [0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1]
 [0 1 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1]
 [1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]
 [1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 0 1 1 0 0]
 [0 0 1 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0]
 [1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1]
 [0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0]]"
386,e_astar,0.5,20,"[[0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1]
 [0 1 1 1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 1 1]
 [1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0]
 [1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 0]
 [0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0]
 [1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1]
 [0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 0 0 1 1 0]
 [0 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0]
 [0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0]
 [1 1 0 0 1 1 0 0 0 1 1 0 1 0 0 1 1 0 1 1]
 [0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1]
 [0 0 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 1]
 [0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1]
 [0 1 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1]
 [1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]
 [1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 0 1 1 0 0]
 [0 0 1 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0]
 [1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1]
 [0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0]]"
387,m_astar,0.5,20,"[[0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1]
 [0 1 1 1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 1 1]
 [1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0]
 [1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 0]
 [0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0]
 [1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1]
 [0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 0 0 1 1 0]
 [0 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0]
 [0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0]
 [1 1 0 0 1 1 0 0 0 1 1 0 1 0 0 1 1 0 1 1]
 [0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1]
 [0 0 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 1]
 [0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1]
 [0 1 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1]
 [1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]
 [1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 0 1 1 0 0]
 [0 0 1 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0]
 [1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1]
 [0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0]]"
388,dfs,0.5,20,"[[0 1 1 0 0 0 1 0 0 0 1 1 1 1 0 0 1 0 1 0]
 [0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1]
 [0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1]
 [0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1]
 [0 1 0 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 0]
 [1 1 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 1 0 0 1]
 [0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 1 1 0 1 0]
 [0 1 0 1 1 0 1 1 0 0 0 1 1 0 0 1 0 0 1 1]
 [0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0]
 [1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0 1]
 [0 0 0 1 1 1 0 0 1 0 1 1 1 0 1 0 0 1 0 0]
 [0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0]
 [1 1 1 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0]
 [1 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 1]
 [0 1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0]
 [0 0 1 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1 0 0]
 [1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 0]
 [0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 0]]"
389,bfs,0.5,20,"[[0 1 1 0 0 0 1 0 0 0 1 1 1 1 0 0 1 0 1 0]
 [0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1]
 [0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1]
 [0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1]
 [0 1 0 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 0]
 [1 1 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 1 0 0 1]
 [0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 1 1 0 1 0]
 [0 1 0 1 1 0 1 1 0 0 0 1 1 0 0 1 0 0 1 1]
 [0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0]
 [1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0 1]
 [0 0 0 1 1 1 0 0 1 0 1 1 1 0 1 0 0 1 0 0]
 [0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0]
 [1 1 1 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0]
 [1 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 1]
 [0 1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0]
 [0 0 1 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1 0 0]
 [1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 0]
 [0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 0]]"
390,e_astar,0.5,20,"[[0 1 1 0 0 0 1 0 0 0 1 1 1 1 0 0 1 0 1 0]
 [0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1]
 [0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1]
 [0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1]
 [0 1 0 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 0]
 [1 1 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 1 0 0 1]
 [0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 1 1 0 1 0]
 [0 1 0 1 1 0 1 1 0 0 0 1 1 0 0 1 0 0 1 1]
 [0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0]
 [1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0 1]
 [0 0 0 1 1 1 0 0 1 0 1 1 1 0 1 0 0 1 0 0]
 [0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0]
 [1 1 1 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0]
 [1 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 1]
 [0 1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0]
 [0 0 1 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1 0 0]
 [1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 0]
 [0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 0]]"
391,m_astar,0.5,20,"[[0 1 1 0 0 0 1 0 0 0 1 1 1 1 0 0 1 0 1 0]
 [0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1]
 [0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1]
 [0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1]
 [0 1 0 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 0]
 [1 1 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 1 0 0 1]
 [0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 1 1 0 1 0]
 [0 1 0 1 1 0 1 1 0 0 0 1 1 0 0 1 0 0 1 1]
 [0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0]
 [1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0 1]
 [0 0 0 1 1 1 0 0 1 0 1 1 1 0 1 0 0 1 0 0]
 [0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0]
 [1 1 1 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0]
 [1 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 1]
 [0 1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0]
 [0 0 1 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1 0 0]
 [1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 0]
 [0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 0]]"
392,dfs,0.5,20,"[[0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0]
 [1 0 0 0 1 0 1 1 1 0 1 0 1 1 1 0 0 0 0 0]
 [0 0 0 1 0 1 0 0 1 0 0 1 1 0 1 1 0 0 0 1]
 [1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 1 1 1 0 0]
 [0 1 1 0 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1]
 [0 1 0 1 1 1 0 1 0 0 1 1 1 0 1 0 1 1 0 1]
 [0 0 0 0 1 1 0 1 1 0 0 1 0 1 0 0 1 1 0 1]
 [0 1 1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0]
 [0 1 0 1 0 0 0 1 1 0 1 1 0 0 1 0 1 1 0 0]
 [1 0 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 1 0 0]
 [1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0]
 [0 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1]
 [1 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0 1 1 1 0]
 [1 1 0 1 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1]
 [0 1 0 1 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 0]
 [0 1 1 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 0 0]
 [1 1 1 1 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0]
 [0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 1 1 0]
 [0 1 1 1 0 1 1 0 1 1 1 0 0 1 0 1 0 0 1 0]
 [1 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 0]]"
393,bfs,0.5,20,"[[0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0]
 [1 0 0 0 1 0 1 1 1 0 1 0 1 1 1 0 0 0 0 0]
 [0 0 0 1 0 1 0 0 1 0 0 1 1 0 1 1 0 0 0 1]
 [1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 1 1 1 0 0]
 [0 1 1 0 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1]
 [0 1 0 1 1 1 0 1 0 0 1 1 1 0 1 0 1 1 0 1]
 [0 0 0 0 1 1 0 1 1 0 0 1 0 1 0 0 1 1 0 1]
 [0 1 1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0]
 [0 1 0 1 0 0 0 1 1 0 1 1 0 0 1 0 1 1 0 0]
 [1 0 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 1 0 0]
 [1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0]
 [0 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1]
 [1 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0 1 1 1 0]
 [1 1 0 1 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1]
 [0 1 0 1 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 0]
 [0 1 1 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 0 0]
 [1 1 1 1 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0]
 [0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 1 1 0]
 [0 1 1 1 0 1 1 0 1 1 1 0 0 1 0 1 0 0 1 0]
 [1 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 0]]"
